a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childE	founder1	98865	0.537994	0.461132	0.000874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.231440	0.000000	0.000000	0.115720	0.000000	0.000000	0.000874	0.000000	0.000874	0.231440	-0.000000	-168036.833003	170	-1	0.996161	3.373329e-01,1.737794e-01,2.154598e-02,1.708230e-01,1.825091e-01,4.428943e-02,1.956409e-02,3.859058e-02,1.156545e-02	0.225249	0.389484	0.126547	-171534.179866	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	98884	0.531547	0.468368	0.000079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.234268	0.000006	0.000006	0.117137	0.000005	0.000005	0.000080	0.000005	0.000085	0.234269	-0.000000	-168074.306437	90	-1	0.996352	3.347162e-01,1.742456e-01,2.213686e-02,1.668991e-01,1.818020e-01,4.676716e-02,1.850334e-02,4.040894e-02,1.452070e-02	0.223541	0.387670	0.126933	-172916.459731	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	98870	0.545426	0.454471	0.000097	0.000000	0.000000	0.000000	0.000000	0.000004	0.000003	0.227335	0.000006	0.000006	0.113669	0.000003	0.000003	0.000100	0.000003	0.000103	0.227338	-0.000000	-168143.480148	94	-1	0.996211	3.355956e-01,1.747632e-01,2.071455e-02,1.715391e-01,1.803374e-01,4.351645e-02,2.058443e-02,3.988361e-02,1.306569e-02	0.229010	0.382881	0.123662	-172174.396409	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	98846	0.526221	0.471026	0.002735	0.000000	0.000000	0.000000	0.000000	0.000018	0.000000	0.238248	0.000018	0.000018	0.119124	0.000000	0.000000	0.002753	0.000000	0.002753	0.238266	-0.000000	-168607.617002	198	-1	0.995970	3.358765e-01,1.659908e-01,1.922907e-02,1.697884e-01,1.805086e-01,4.235189e-02,2.218202e-02,4.830012e-02,1.577262e-02	0.229413	0.385832	0.124054	-173674.840405	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	98851	0.522486	0.471827	0.004265	0.001382	0.000019	0.000000	0.000000	0.000000	0.000021	0.240214	0.000021	0.001422	0.120120	0.000021	0.000031	0.004265	0.000021	0.004286	0.240910	-0.000691	-169392.227620	194	-1	0.996020	3.300459e-01,1.667471e-01,2.434040e-02,1.596541e-01,1.801104e-01,5.294391e-02,1.847313e-02,4.649855e-02,2.118646e-02	0.237707	0.384312	0.120198	-176430.025811	11	4	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	98843	0.426935	0.462643	0.001069	0.000000	0.000000	0.109352	0.000000	0.000000	0.000000	0.232391	0.109352	0.000000	0.116196	0.000000	0.000000	0.001069	0.000000	0.001069	0.287068	0.054676	-170724.542222	94	-1	0.995939	3.489236e-01,1.861464e-01,2.671496e-02,1.398177e-01,1.605378e-01,4.662098e-02,2.871017e-02,4.672799e-02,1.580040e-02	0.345247	0.338161	0.067110	-175030.481705	10	4	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	68467	0.129974	0.516800	0.115109	0.141817	0.096294	0.000005	0.000000	0.000000	0.000000	0.445730	0.000006	0.238112	0.234902	0.000000	0.048147	0.115110	0.000000	0.115110	0.540715	-0.070906	-98619.535459	66	-1	0.695909	4.084054e-01,9.880719e-02,2.434611e-02,1.649412e-01,1.706937e-01,6.529047e-02,1.189647e-02,2.862249e-02,2.699687e-02	0.212325	0.433338	0.140489	-99386.386600	26	1	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	68248	0.556514	0.438449	0.005027	0.000000	0.000000	0.000000	0.000000	0.000000	0.000010	0.224261	0.000010	0.000010	0.112136	0.000010	0.000010	0.005027	0.000010	0.005037	0.224261	-0.000000	-100493.058512	150	-1	0.693683	3.288938e-01,1.717363e-01,2.187074e-02,1.704718e-01,1.830640e-01,4.454765e-02,2.078728e-02,4.375490e-02,1.487350e-02	0.233022	0.386889	0.122700	-102976.855889	30	1	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	66414	0.555406	0.437732	0.006857	0.000001	0.000000	0.000000	0.000000	0.000000	0.000004	0.225727	0.000004	0.000004	0.112865	0.000004	0.000004	0.006857	0.000004	0.006861	0.225727	-0.000000	-97373.749805	218	-1	0.675042	3.252705e-01,1.813678e-01,1.511452e-02,1.669053e-01,1.962409e-01,3.568255e-02,2.168418e-02,4.649312e-02,1.124116e-02	0.187518	0.419993	0.149033	-99453.682359	27	1	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	68324	0.547617	0.452178	0.000082	0.000113	0.000000	0.000002	0.000000	0.000000	0.000008	0.226179	0.000009	0.000121	0.113093	0.000008	0.000008	0.000082	0.000008	0.000090	0.226236	-0.000056	-100460.773442	134	-1	0.694455	3.330303e-01,1.763206e-01,2.371937e-02,1.699035e-01,1.830055e-01,4.576915e-02,1.833168e-02,3.704031e-02,1.287955e-02	0.229780	0.388477	0.124400	-102258.623995	31	1	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder1	66361	0.559740	0.434616	0.005640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.222952	0.000004	0.000005	0.111478	0.000004	0.000004	0.005640	0.000004	0.005644	0.222952	-0.000000	-97023.695391	202	-1	0.674503	3.260567e-01,1.899038e-01,1.625549e-02,1.686675e-01,1.955005e-01,3.529226e-02,1.851273e-02,3.970704e-02,1.010398e-02	0.177842	0.417434	0.152763	-98546.896318	31	1	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	68456	0.565161	0.432581	0.002258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.218548	0.000000	0.000000	0.109274	0.000000	0.000000	0.002258	0.000000	0.002258	0.218548	-0.000000	-100475.267114	114	-1	0.695797	3.302703e-01,1.791213e-01,2.404136e-02,1.711218e-01,1.810571e-01,4.402879e-02,1.771687e-02,3.954597e-02,1.309652e-02	0.230636	0.380711	0.122549	-102523.032103	35	1	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	66455	0.542531	0.457356	0.000108	0.000000	0.000001	0.000000	0.000000	0.000000	0.000004	0.228791	0.000004	0.000005	0.114397	0.000004	0.000004	0.000108	0.000004	0.000112	0.228791	-0.000000	-96982.414594	302	-1	0.675459	3.265647e-01,1.908475e-01,1.432167e-02,1.691833e-01,1.919202e-01,3.697714e-02,1.805218e-02,4.065570e-02,1.147761e-02	0.168684	0.408308	0.154804	-98729.998642	27	1	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	66296	0.529147	0.464683	0.006165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.238511	0.000004	0.000005	0.119258	0.000004	0.000004	0.006165	0.000004	0.006169	0.238511	-0.000000	-96966.050242	202	-1	0.673843	3.282594e-01,1.786550e-01,1.369651e-02,1.658723e-01,1.955982e-01,3.509554e-02,1.995730e-02,5.018847e-02,1.267733e-02	0.172056	0.422034	0.156260	-99273.390852	26	1	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	65590	0.518147	0.461193	0.020587	0.000000	0.000000	0.000003	0.000071	0.000000	0.000000	0.251236	0.000074	0.000000	0.125627	0.000035	0.000000	0.020587	0.000000	0.020587	0.251255	0.000001	-96474.304417	70	-1	0.666667	3.187149e-01,1.825230e-01,1.773426e-02,1.512868e-01,2.044396e-01,4.138139e-02,1.562988e-02,4.900718e-02,1.928303e-02	0.163198	0.446802	0.165304	-99794.126351	26	1	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	65942	0.448020	0.452587	0.000492	0.000000	0.000000	0.098899	0.000002	0.000000	0.000000	0.226787	0.098901	0.000000	0.113394	0.000001	0.000000	0.000492	0.000000	0.000492	0.276237	0.049449	-97199.650082	534	-1	0.670244	3.341061e-01,2.050290e-01,2.039344e-02,1.366441e-01,1.753781e-01,4.061116e-02,2.620745e-02,4.853605e-02,1.309462e-02	0.265717	0.367345	0.105142	-99119.385075	27	1	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	99408	0.139075	0.501144	0.120222	0.127768	0.111791	0.000000	0.000000	0.000000	0.000000	0.454637	0.000000	0.239559	0.241293	0.000000	0.055896	0.120222	0.000000	0.120222	0.546469	-0.063884	-167642.011683	142	-1	1.000000	4.151270e-01,9.739666e-02,2.309655e-02,1.608022e-01,1.686184e-01,6.572942e-02,1.192051e-02,2.972597e-02,2.758327e-02	0.207671	0.433833	0.142691	-169803.413058	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99408	0.536945	0.458918	0.004136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233596	0.000000	0.000000	0.116798	0.000000	0.000000	0.004136	0.000000	0.004136	0.233596	0.000000	-171528.454940	94	-1	1.000000	3.321360e-01,1.683669e-01,2.177888e-02,1.684768e-01,1.821045e-01,4.500637e-02,1.975751e-02,4.541268e-02,1.696038e-02	0.228091	0.388449	0.125123	-177567.453423	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99408	0.535019	0.460081	0.004894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.234941	0.000006	0.000006	0.117474	0.000006	0.000006	0.004894	0.000006	0.004900	0.234941	0.000000	-171361.184709	82	-1	1.000000	3.355565e-01,1.666566e-01,2.006876e-02,1.703987e-01,1.827371e-01,4.245130e-02,2.178882e-02,4.561511e-02,1.472717e-02	0.229059	0.391317	0.125250	-176554.595698	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99408	0.528659	0.468467	0.002874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.237107	0.000000	0.000000	0.118554	0.000000	0.000000	0.002874	0.000000	0.002874	0.237107	-0.000000	-170985.873193	106	-1	1.000000	3.356569e-01,1.739273e-01,2.338842e-02,1.676021e-01,1.834915e-01,4.644493e-02,1.711127e-02,3.846536e-02,1.391231e-02	0.220717	0.392967	0.129177	-175547.968158	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99408	0.534679	0.464834	0.000487	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232904	0.000000	0.000000	0.116452	0.000000	0.000000	0.000487	0.000000	0.000487	0.232904	-0.000000	-170939.797784	358	-1	1.000000	3.375469e-01,1.740503e-01,2.137650e-02,1.707954e-01,1.825314e-01,4.421172e-02,1.940169e-02,3.842705e-02,1.165901e-02	0.223404	0.389806	0.127406	-174651.754339	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99408	0.533380	0.466347	0.000272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233446	0.000000	0.000000	0.116723	0.000000	0.000000	0.000272	0.000000	0.000272	0.233446	-0.000000	-170979.223996	94	-1	1.000000	3.352105e-01,1.737084e-01,2.257359e-02,1.668314e-01,1.816356e-01,4.671653e-02,1.832814e-02,4.054034e-02,1.445552e-02	0.225186	0.387532	0.126199	-176171.702256	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99408	0.541023	0.458834	0.000143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229560	0.000000	0.000000	0.114780	0.000000	0.000000	0.000143	0.000000	0.000143	0.229560	-0.000000	-170932.382042	135	-1	1.000000	3.366729e-01,1.740851e-01,2.073269e-02,1.708313e-01,1.806151e-01,4.373892e-02,2.023978e-02,4.030861e-02,1.277561e-02	0.226850	0.384339	0.124868	-175270.727612	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99408	0.522101	0.476752	0.001135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.239522	0.000011	0.000011	0.119766	0.000011	0.000011	0.001135	0.000011	0.001146	0.239522	0.000000	-171535.122479	146	-1	1.000000	3.357379e-01,1.654293e-01,1.895215e-02,1.699370e-01,1.811025e-01,4.261225e-02,2.206908e-02,4.847695e-02,1.568283e-02	0.226508	0.387404	0.125605	-176984.735853	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99408	0.518854	0.480026	0.000967	0.000132	0.000008	0.000000	0.000000	0.000010	0.000002	0.240988	0.000012	0.000152	0.120496	0.000002	0.000006	0.000977	0.000002	0.000979	0.241066	-0.000066	-172343.287782	82	-1	1.000000	3.297324e-01,1.667512e-01,2.363542e-02,1.602059e-01,1.802393e-01,5.320585e-02,1.829829e-02,4.687760e-02,2.105403e-02	0.232656	0.384327	0.122374	-179857.762063	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	99408	0.423542	0.467591	0.000246	0.000000	0.000000	0.108620	0.000001	0.000000	0.000000	0.234043	0.108621	0.000001	0.117022	0.000001	0.000000	0.000246	0.000000	0.000246	0.288353	0.054310	-174210.787475	106	-1	1.000000	3.490260e-01,1.862426e-01,2.610450e-02,1.397365e-01,1.607729e-01,4.678518e-02,2.869983e-02,4.697814e-02,1.565440e-02	0.340880	0.338793	0.069021	-178769.063211	5	20	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	92076	0.158362	0.482482	0.117450	0.124258	0.117447	0.000000	0.000000	0.000001	0.000000	0.446776	0.000001	0.241706	0.238069	0.000000	0.058723	0.117451	0.000000	0.117451	0.538268	-0.062129	-144757.121661	146	-1	0.930841	4.127706e-01,9.916725e-02,2.297064e-02,1.617027e-01,1.682220e-01,6.726498e-02,1.249061e-02,2.839359e-02,2.701762e-02	0.210800	0.429149	0.140409	-146308.038465	18	2	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	91984	0.551608	0.446570	0.001822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.225107	0.000000	0.000000	0.112553	0.000000	0.000000	0.001822	0.000000	0.001822	0.225107	-0.000000	-148149.348590	102	-1	0.929911	3.284654e-01,1.694492e-01,2.278055e-02,1.710822e-01,1.829989e-01,4.400688e-02,1.937933e-02,4.578833e-02,1.604917e-02	0.230383	0.387310	0.123918	-152694.094169	15	2	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	91898	0.532097	0.467708	0.000181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000014	0.234048	0.000014	0.000014	0.117031	0.000014	0.000014	0.000181	0.000014	0.000194	0.234048	-0.000000	-147800.289063	210	-1	0.929042	3.342436e-01,1.669486e-01,1.986905e-02,1.718836e-01,1.818668e-01,4.356622e-02,2.143576e-02,4.590274e-02,1.428370e-02	0.227116	0.387275	0.125319	-151697.318461	18	2	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	91933	0.526049	0.473820	0.000121	0.000000	0.000000	0.000000	0.000000	0.000004	0.000006	0.237037	0.000010	0.000010	0.118521	0.000006	0.000006	0.000125	0.000006	0.000131	0.237041	0.000000	-147633.028146	142	-1	0.929395	3.325838e-01,1.748262e-01,2.323343e-02,1.699038e-01,1.843605e-01,4.647012e-02,1.584715e-02,3.933935e-02,1.343577e-02	0.211979	0.392574	0.132872	-151005.802629	14	2	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder1	91874	0.543405	0.455847	0.000702	0.000043	0.000003	0.000000	0.000000	0.000000	0.000000	0.228627	0.000000	0.000046	0.114314	0.000000	0.000001	0.000702	0.000000	0.000702	0.228650	-0.000022	-147407.056672	74	-1	0.928799	3.353670e-01,1.736799e-01,2.159864e-02,1.724146e-01,1.836557e-01,4.485485e-02,1.938913e-02,3.790910e-02,1.113108e-02	0.223177	0.390885	0.127712	-150216.756820	14	2	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	92082	0.540113	0.459780	0.000105	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.229997	0.000002	0.000000	0.114999	0.000001	0.000000	0.000105	0.000000	0.000105	0.229997	0.000000	-148043.042070	94	-1	0.930902	3.323099e-01,1.766612e-01,2.228023e-02,1.680418e-01,1.802373e-01,4.599436e-02,1.857651e-02,4.134447e-02,1.455426e-02	0.226683	0.381133	0.124318	-151839.411190	14	2	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	92014	0.550193	0.448709	0.001091	0.000000	0.000000	0.000000	0.000000	0.000004	0.000003	0.225448	0.000008	0.000008	0.112726	0.000003	0.000003	0.001095	0.000003	0.001098	0.225452	-0.000000	-147821.311304	126	-1	0.930214	3.355829e-01,1.753859e-01,2.110040e-02,1.708032e-01,1.794660e-01,4.336664e-02,2.079816e-02,4.052931e-02,1.296745e-02	0.233462	0.380238	0.121251	-151005.611585	15	2	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	91973	0.528137	0.470990	0.000869	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.236365	0.000003	0.000000	0.118182	0.000000	0.000000	0.000869	0.000000	0.000869	0.236366	0.000002	-148192.660149	94	-1	0.929800	3.338574e-01,1.659949e-01,1.899790e-02,1.706735e-01,1.806479e-01,4.310777e-02,2.259822e-02,4.851736e-02,1.560510e-02	0.230261	0.384447	0.123426	-152303.350664	18	2	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	92076	0.526343	0.471648	0.001955	0.000000	0.000000	0.000000	0.000000	0.000000	0.000054	0.237833	0.000054	0.000054	0.118944	0.000054	0.000054	0.001955	0.000054	0.002009	0.237833	0.000000	-149081.028765	390	-1	0.930841	3.276236e-01,1.679423e-01,2.389377e-02,1.598451e-01,1.808125e-01,5.293789e-02,1.909801e-02,4.712326e-02,2.072356e-02	0.237770	0.384021	0.120117	-154813.406032	18	2	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	92086	0.428069	0.454668	0.006800	0.000002	0.000010	0.110438	0.000000	0.000008	0.000005	0.234146	0.110451	0.000026	0.117077	0.000005	0.000010	0.006808	0.000005	0.006813	0.289377	0.055218	-149692.610268	110	-1	0.930942	3.488065e-01,1.847054e-01,2.661797e-02,1.386348e-01,1.621625e-01,4.702602e-02,2.977881e-02,4.669961e-02,1.556841e-02	0.347779	0.342503	0.066590	-153011.810265	15	2	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	99395	0.139109	0.500663	0.120467	0.127799	0.111961	0.000000	0.000000	0.000000	0.000000	0.454770	0.000000	0.239760	0.241380	0.000000	0.055980	0.120467	0.000000	0.120467	0.546660	-0.063900	-167616.820671	94	-1	1.000000	4.151907e-01,9.740632e-02,2.312552e-02,1.606876e-01,1.685842e-01,6.577060e-02,1.191890e-02,2.969566e-02,2.762052e-02	0.207875	0.433819	0.142596	-169759.998215	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99395	0.536722	0.458936	0.004337	0.000000	0.000000	0.000000	0.000000	0.000003	0.000002	0.233807	0.000005	0.000004	0.116904	0.000002	0.000002	0.004340	0.000002	0.004342	0.233810	-0.000000	-171504.154539	90	-1	1.000000	3.322953e-01,1.679520e-01,2.185942e-02,1.685279e-01,1.820308e-01,4.489343e-02,1.977080e-02,4.569800e-02,1.697241e-02	0.228699	0.388372	0.124847	-177530.495017	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99395	0.535753	0.459093	0.005150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.234701	0.000005	0.000005	0.117353	0.000004	0.000004	0.005150	0.000004	0.005154	0.234701	0.000000	-171326.465269	90	-1	1.000000	3.355907e-01,1.664955e-01,2.001472e-02,1.703905e-01,1.826385e-01,4.244287e-02,2.194043e-02,4.571462e-02,1.477220e-02	0.229717	0.391090	0.124922	-176529.519015	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99395	0.529033	0.468307	0.002657	0.000001	0.000000	0.000000	0.000000	0.000000	0.000001	0.236812	0.000002	0.000003	0.118407	0.000001	0.000002	0.002657	0.000001	0.002658	0.236813	-0.000000	-170969.818346	90	-1	1.000000	3.356330e-01,1.736849e-01,2.349097e-02,1.678497e-01,1.833755e-01,4.625445e-02,1.711936e-02,3.861780e-02,1.397432e-02	0.221460	0.392653	0.128795	-175522.295405	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99395	0.534533	0.464986	0.000481	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.232974	0.000000	0.000000	0.116487	0.000000	0.000000	0.000481	0.000000	0.000481	0.232974	-0.000000	-170894.576080	114	-1	1.000000	3.376680e-01,1.738223e-01,2.132785e-02,1.707624e-01,1.824398e-01,4.427496e-02,1.947137e-02,3.860372e-02,1.162945e-02	0.223631	0.389610	0.127270	-174613.539260	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99395	0.532677	0.467237	0.000079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.233705	0.000007	0.000007	0.116856	0.000007	0.000007	0.000079	0.000007	0.000086	0.233705	0.000000	-170955.278471	146	-1	1.000000	3.353749e-01,1.736231e-01,2.256034e-02,1.668445e-01,1.814990e-01,4.671614e-02,1.837770e-02,4.056109e-02,1.444330e-02	0.225555	0.387253	0.125986	-176107.858923	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99395	0.540988	0.458912	0.000100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.229556	0.000000	0.000000	0.114778	0.000000	0.000000	0.000100	0.000000	0.000100	0.229556	-0.000000	-170892.815276	90	-1	1.000000	3.367609e-01,1.740232e-01,2.077305e-02,1.708909e-01,1.805494e-01,4.361340e-02,2.025182e-02,4.028635e-02,1.285101e-02	0.227222	0.384280	0.124697	-175212.852769	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99395	0.523033	0.475739	0.001217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000011	0.239097	0.000011	0.000011	0.119554	0.000011	0.000011	0.001217	0.000011	0.001227	0.239097	0.000000	-171528.126107	130	-1	1.000000	3.357120e-01,1.654534e-01,1.896153e-02,1.700163e-01,1.810364e-01,4.257877e-02,2.217735e-02,4.836683e-02,1.569741e-02	0.227241	0.387199	0.125251	-176961.116394	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99395	0.519283	0.479390	0.001227	0.000000	0.000100	0.000000	0.000000	0.000000	0.000000	0.240997	0.000000	0.000100	0.120511	0.000000	0.000050	0.001227	0.000000	0.001227	0.241023	-0.000000	-172316.457718	154	-1	1.000000	3.297982e-01,1.667253e-01,2.359960e-02,1.603316e-01,1.802286e-01,5.307334e-02,1.835863e-02,4.682933e-02,2.105546e-02	0.232806	0.384350	0.122314	-179802.202128	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childH	founder4	99395	0.423106	0.467364	0.000274	0.000000	0.000001	0.109254	0.000002	0.000000	0.000000	0.233958	0.109256	0.000001	0.116979	0.000001	0.000000	0.000274	0.000000	0.000274	0.288585	0.054627	-174214.902080	118	-1	1.000000	3.489890e-01,1.859474e-01,2.631268e-02,1.396894e-01,1.606226e-01,4.678664e-02,2.866393e-02,4.718783e-02,1.580058e-02	0.342272	0.338446	0.068393	-178803.400693	6	10	no_deam	GP	2	ngsrelateWithRealFreq
childB	childI	99409	0.140422	0.504289	0.119027	0.126314	0.109948	0.000000	0.000000	0.000000	0.000000	0.453632	0.000000	0.236262	0.240560	0.000000	0.054974	0.119027	0.000000	0.119027	0.544277	-0.063157	-168947.541492	78	-1	0.999980	4.134531e-01,9.800927e-02,2.289766e-02,1.612449e-01,1.696363e-01,6.581502e-02,1.183118e-02,2.966787e-02,2.744463e-02	0.204725	0.435561	0.144348	-171148.197228	5	8	deam	GP	2	ngsrelateWithRealFreq
childD	founder0	99408	0.538523	0.456491	0.004980	0.000000	0.000000	0.000000	0.000000	0.000005	0.000001	0.233227	0.000005	0.000005	0.116614	0.000001	0.000001	0.004985	0.000001	0.004986	0.233231	-0.000000	-172615.880119	70	-1	0.999970	3.307962e-01,1.686942e-01,2.162559e-02,1.688965e-01,1.835657e-01,4.469946e-02,1.965396e-02,4.531400e-02,1.675429e-02	0.224876	0.391495	0.127095	-178612.708889	6	8	deam	GP	2	ngsrelateWithRealFreq
childD	founder1	99410	0.534984	0.459811	0.005201	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.235111	0.000005	0.000005	0.117558	0.000005	0.000005	0.005201	0.000005	0.005206	0.235111	0.000000	-172582.014035	90	-1	0.999990	3.343163e-01,1.669175e-01,1.986379e-02,1.706619e-01,1.841850e-01,4.234171e-02,2.167553e-02,4.550949e-02,1.452874e-02	0.225530	0.394426	0.127370	-177734.595327	6	8	deam	GP	2	ngsrelateWithRealFreq
childE	founder0	99409	0.529698	0.467369	0.002927	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.236612	0.000000	0.000005	0.118306	0.000000	0.000000	0.002927	0.000000	0.002927	0.236615	-0.000002	-172125.944988	98	-1	0.999980	3.342968e-01,1.741653e-01,2.315004e-02,1.680085e-01,1.848270e-01,4.623035e-02,1.705543e-02,3.856884e-02,1.369773e-02	0.217530	0.395624	0.131073	-176684.374317	6	8	deam	GP	2	ngsrelateWithRealFreq
childE	founder1	99411	0.535378	0.464290	0.000327	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.232476	0.000006	0.000006	0.116241	0.000005	0.000005	0.000327	0.000005	0.000332	0.232477	0.000000	-172224.061752	190	-1	1.000000	3.360710e-01,1.743427e-01,2.118233e-02,1.712828e-01,1.838286e-01,4.398496e-02,1.928863e-02,3.845225e-02,1.156672e-02	0.220156	0.392349	0.129300	-175937.129818	5	8	deam	GP	2	ngsrelateWithRealFreq
childF	founder0	99408	0.533900	0.466015	0.000079	0.000000	0.000000	0.000000	0.000000	0.000001	0.000005	0.233092	0.000006	0.000006	0.116549	0.000005	0.000005	0.000080	0.000005	0.000085	0.233093	0.000000	-172088.981017	134	-1	0.999970	3.338792e-01,1.740502e-01,2.234239e-02,1.672352e-01,1.828379e-01,4.656085e-02,1.823454e-02,4.068461e-02,1.417507e-02	0.221928	0.389757	0.128032	-177242.444682	6	8	deam	GP	2	ngsrelateWithRealFreq
childF	founder1	99410	0.542271	0.457570	0.000153	0.000000	0.000000	0.000000	0.000000	0.000002	0.000004	0.228942	0.000006	0.000006	0.114473	0.000004	0.000004	0.000154	0.000004	0.000159	0.228944	0.000000	-172191.493094	90	-1	0.999990	3.351329e-01,1.745599e-01,2.060952e-02,1.714261e-01,1.817580e-01,4.341448e-02,2.009726e-02,4.029001e-02,1.271177e-02	0.223961	0.386393	0.126505	-176499.569396	6	8	deam	GP	2	ngsrelateWithRealFreq
childG	founder1	99410	0.521710	0.477623	0.000663	0.000000	0.000000	0.000000	0.000000	0.000001	0.000003	0.239477	0.000005	0.000005	0.119740	0.000003	0.000003	0.000664	0.000003	0.000667	0.239478	0.000000	-172848.004649	90	-1	0.999990	3.343109e-01,1.658541e-01,1.871803e-02,1.704118e-01,1.823412e-01,4.260116e-02,2.192844e-02,4.842579e-02,1.540854e-02	0.222914	0.389668	0.127590	-178239.257142	5	8	deam	GP	2	ngsrelateWithRealFreq
childG	founder2	99409	0.519984	0.479012	0.000923	0.000008	0.000073	0.000000	0.000001	0.000000	0.000000	0.240484	0.000001	0.000081	0.120251	0.000000	0.000037	0.000923	0.000000	0.000923	0.240506	-0.000004	-173681.643093	126	-1	0.999980	3.282072e-01,1.671446e-01,2.354251e-02,1.609630e-01,1.815064e-01,5.287822e-02,1.809176e-02,4.680806e-02,2.085826e-02	0.229382	0.386654	0.124225	-181119.277819	6	8	deam	GP	2	ngsrelateWithRealFreq
