a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program	RMSE
childA	childD	99380	0.000448	0.999551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499776	0.0	0.0	0.249888	0.0	0.0	0.0	0.0	0.0	0.499776	-0.0	-150764.1504	86	-1.0	0.99999	3.833758e-01,1.492395e-01,8.380222e-08,1.386996e-01,1.960392e-01,6.111523e-02,1.357309e-05,5.018239e-02,2.133468e-02	7e-05	0.491018	0.247704	-163932.518866	10	8	no_deam	PO	1	ngsrelate	0.0003661989441091774
childA	childH	99381	0.0	0.923501	0.051195	0.0	0.0253	3e-06	0.0	2e-06	0.0	0.53192	4e-06	0.025301	0.269123	0.0	0.01265	0.051197	0.0	0.051197	0.538248	1e-06	-145959.770785	98	-1.0	1.0	4.262343e-01,1.063545e-01,1.115782e-07,1.352399e-01,1.985342e-01,6.210045e-02,2.012418e-06,4.214824e-02,2.938636e-02	1.1e-05	0.574055	0.267232	-159425.963456	13	8	no_deam	PO	1	ngsrelate	0.05314453570531341
childA	founder0	99381	0.00064	0.999359	0.0	0.0	0.0	0.0	0.0	0.0	1e-06	0.499681	1e-06	1e-06	0.249841	1e-06	1e-06	0.0	1e-06	1e-06	0.499681	0.0	-150282.41753	126	-1.0	1.0	3.867631e-01,1.458131e-01,1.231782e-05,1.341232e-01,1.989028e-01,6.281375e-02,6.661632e-07,5.091326e-02,2.065782e-02	6.5e-05	0.505244	0.251276	-163554.910658	11	8	no_deam	PO	1	ngsrelate	0.0005229662194316836
childA	founder1	99381	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499964	0.0	0.0	0.249982	0.0	0.0	0.0	0.0	0.0	0.499964	0.0	-149541.12597	106	-149541.171892	1.0	3.865857e-01,1.459612e-01,3.818281e-08,1.414775e-01,1.975733e-01,5.694827e-02,2.189102e-07,5.144554e-02,2.000820e-02	1e-06	0.499133	0.249783	-163128.902449	13	8	no_deam	PO	1	ngsrelate	0.0
childB	childE	99380	0.001281	0.998719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49936	0.0	0.0	0.24968	0.0	0.0	0.0	0.0	0.0	0.49936	0.0	-147785.137144	102	-1.0	0.99999	3.888420e-01,1.467691e-01,2.346469e-06,1.442261e-01,1.985308e-01,5.245670e-02,2.436853e-07,5.196212e-02,1.721066e-02	1.3e-05	0.50208	0.250513	-161919.899343	13	8	no_deam	PO	1	ngsrelate	0.0010459321201684074
childB	childF	99379	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499956	0.0	0.0	0.249978	0.0	0.0	0.0	0.0	0.0	0.499957	0.0	-148092.986417	142	-148093.038694	0.99998	3.890130e-01,1.466759e-01,1.986465e-06,1.425419e-01,1.975037e-01,5.506308e-02,2.506836e-09,5.095740e-02,1.824304e-02	1e-05	0.499706	0.249922	-162295.569461	10	8	no_deam	PO	1	ngsrelate	0.0
childB	founder0	99380	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499918	0.0	0.0	0.249959	0.0	0.0	0.0	0.0	0.0	0.499918	-0.0	-149887.90326	146	-149887.937313	0.99999	3.871298e-01,1.485179e-01,8.832903e-08,1.338059e-01,1.979649e-01,6.336258e-02,4.917001e-07,4.907312e-02,2.014516e-02	3e-06	0.501482	0.250369	-163268.948014	13	8	no_deam	PO	1	ngsrelate	0.0
childB	founder1	99380	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49995	0.0	0.0	0.249975	0.0	0.0	0.0	0.0	0.0	0.49995	0.0	-149158.347442	162	-149158.375409	0.99999	3.867698e-01,1.488720e-01,1.615517e-08,1.413467e-01,1.964798e-01,5.730988e-02,8.990433e-08,4.952594e-02,1.969586e-02	1e-06	0.494843	0.248704	-162862.895804	13	8	no_deam	PO	1	ngsrelate	0.0
childC	childG	99380	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499996	0.0	0.0	0.249998	0.0	0.0	2e-06	0.0	2e-06	0.499996	0.0	-153148.775734	74	-153148.801384	0.99999	3.832189e-01,1.417855e-01,1.355055e-06,1.372030e-01,1.966490e-01,5.990304e-02,1.699145e-06,5.492412e-02,2.631345e-02	1.6e-05	0.499339	0.249828	-165180.177931	10	8	no_deam	PO	1	ngsrelate	0.0
childC	founder1	99381	0.000563	0.999436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499719	0.0	1e-06	0.24986	0.0	1e-06	0.0	0.0	0.0	0.499719	0.0	-151410.414384	130	-1.0	1.0	3.854938e-01,1.394685e-01,1.018777e-07,1.425716e-01,1.972896e-01,5.385898e-02,2.906451e-06,5.826137e-02,2.305305e-02	1.5e-05	0.500527	0.250125	-164149.961983	13	8	no_deam	PO	1	ngsrelate	0.00046009600447443217
childC	founder2	99380	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	1e-06	2.2e-05	0.250003	0.0	1.1e-05	0.0	0.0	0.0	0.500006	1e-06	-155142.290889	114	-155142.356145	0.99999	3.800358e-01,1.450490e-01,2.766692e-07,1.284222e-01,1.955741e-01,6.967610e-02,2.443762e-06,5.310637e-02,2.813361e-02	1.4e-05	0.493554	0.248372	-166336.315113	10	8	no_deam	PO	1	ngsrelate	0.0
childD	founder3	99379	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	0.0	6e-06	0.250001	0.0	3e-06	0.0	0.0	0.0	0.500003	0.0	-155653.727192	114	-155653.741661	0.99998	3.766589e-01,1.454777e-01,1.086862e-08,1.255649e-01,1.985108e-01,7.128133e-02,6.008035e-09,5.393721e-02,2.856912e-02	0.0	0.50096	0.25024	-166771.75452	13	8	no_deam	PO	1	ngsrelate	0.0
childE	founder4	99381	0.000417	0.999583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499791	0.0	0.0	0.249896	0.0	0.0	0.0	0.0	0.0	0.499792	-0.0	-151089.766623	94	-1.0	1.0	3.863412e-01,1.467281e-01,3.215792e-07,1.309538e-01,1.992246e-01,6.706260e-02,9.585699e-06,4.792275e-02,2.175711e-02	5e-05	0.50735	0.251802	-163824.461546	13	8	no_deam	PO	1	ngsrelate	0.00034047907424686205
childF	founder4	99380	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499955	0.0	0.0	0.249977	0.0	0.0	0.0	0.0	0.0	0.499955	-0.0	-151417.034902	90	-151417.089649	0.99999	3.865634e-01,1.450716e-01,9.977441e-08,1.306940e-01,1.977021e-01,6.663307e-02,1.875716e-07,5.114611e-02,2.218939e-02	1e-06	0.502362	0.250589	-164263.318957	13	8	no_deam	PO	1	ngsrelate	0.0
childG	founder5	99379	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499999	1e-06	8e-06	0.25	1e-06	4e-06	2e-06	0.0	3e-06	0.500001	0.0	-156457.207921	114	-156457.263364	0.99998	3.764908e-01,1.438845e-01,1.285761e-07,1.273766e-01,1.983628e-01,6.771083e-02,5.126849e-08,5.555901e-02,3.061535e-02	1e-06	0.502781	0.250693	-167124.800516	13	8	no_deam	PO	1	ngsrelate	0.0
childA	childD	98879	0.028975	0.971025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.485513	0.0	0.0	0.242756	0.0	0.0	0.0	0.0	0.0	0.485513	0.0	-149977.847431	82	-1.0	0.996322	3.829484e-01,1.488292e-01,2.332565e-07,1.387247e-01,1.969653e-01,6.050016e-02,8.489076e-05,5.071356e-02,2.123358e-02	0.000432	0.49383	0.24826	-162749.376518	18	4	no_deam	PO	1	ngsrelate	0.02365798843238085
childA	childH	98908	4e-06	0.928344	0.045877	0.0	0.025774	0.0	0.0	0.0	0.0	0.52938	0.0	0.025774	0.267912	0.0	0.012887	0.045878	0.0	0.045878	0.535824	0.0	-145245.430446	110	-1.0	0.996614	4.255560e-01,1.064527e-01,6.068042e-07,1.359754e-01,1.978889e-01,6.203579e-02,1.146427e-06,4.242745e-02,2.966190e-02	9e-06	0.570461	0.266452	-158379.379577	18	4	no_deam	PO	1	ngsrelate	0.04912325138872632
childA	founder0	98879	0.019439	0.980561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49028	0.0	0.0	0.24514	0.0	0.0	0.0	0.0	0.0	0.49028	0.0	-149687.069859	94	-1.0	0.996322	3.858359e-01,1.458404e-01,7.479783e-06,1.343921e-01,1.989241e-01,6.294167e-02,1.295525e-06,5.131390e-02,2.074323e-02	4.4e-05	0.504248	0.251038	-162587.803931	22	4	no_deam	PO	1	ngsrelate	0.01587187703665406
childA	founder1	98861	0.018019	0.981981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49099	0.0	0.0	0.245495	0.0	0.0	0.0	0.0	0.0	0.49099	0.0	-148622.347597	98	-1.0	0.996141	3.860114e-01,1.461400e-01,2.377270e-07,1.415628e-01,1.970382e-01,5.713579e-02,4.868338e-06,5.178540e-02,2.032133e-02	2.6e-05	0.496782	0.249182	-161838.976932	22	4	no_deam	PO	1	ngsrelate	0.014712451891736698
childB	childE	98868	0.039926	0.960074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.480037	0.0	0.0	0.240019	0.0	0.0	0.0	0.0	0.0	0.480037	-0.0	-146922.237511	90	-1.0	0.996211	3.886250e-01,1.459920e-01,7.462646e-07,1.447829e-01,1.990364e-01,5.229309e-02,7.626766e-06,5.196538e-02,1.729678e-02	4.2e-05	0.503836	0.250937	-160608.303004	26	4	no_deam	PO	1	ngsrelate	0.0325994424901204
childB	childF	98885	0.04458	0.95542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47771	0.0	0.0	0.238855	0.0	0.0	0.0	0.0	0.0	0.47771	0.0	-147393.765593	158	-1.0	0.996383	3.880708e-01,1.464964e-01,5.431568e-06,1.434058e-01,1.979072e-01,5.515679e-02,7.185869e-05,5.115115e-02,1.773459e-02	0.000391	0.499403	0.24968	-161116.90472	26	4	no_deam	PO	1	ngsrelate	0.036399417577758005
childB	founder0	98870	0.021852	0.978148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.489074	0.0	0.0	0.244537	0.0	0.0	0.0	0.0	0.0	0.489074	-0.0	-149169.557117	90	-1.0	0.996232	3.864063e-01,1.481661e-01,6.361538e-05,1.338782e-01,1.987463e-01,6.358895e-02,1.883248e-06,4.892129e-02,2.022738e-02	0.00033	0.50364	0.250762	-162143.003204	22	4	no_deam	PO	1	ngsrelate	0.01784208328643266
childB	founder1	98852	0.02476	0.97524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48762	0.0	0.0	0.24381	0.0	0.0	0.0	0.0	0.0	0.48762	0.0	-148250.003948	102	-1.0	0.99605	3.855591e-01,1.490667e-01,2.040163e-06,1.419650e-01,1.969028e-01,5.714829e-02,1.184986e-06,4.945595e-02,1.989893e-02	1.6e-05	0.49518	0.248782	-161556.417596	18	4	no_deam	PO	1	ngsrelate	0.0202164553437705
childC	childG	98915	0.014569	0.985431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.492716	0.0	0.0	0.246358	0.0	0.0	0.0	0.0	0.0	0.492716	0.0	-152465.147618	90	-1.0	0.996685	3.829911e-01,1.417145e-01,2.958638e-05,1.372691e-01,1.961749e-01,5.997468e-02,1.000223e-04,5.539340e-02,2.635271e-02	0.000661	0.497298	0.249034	-164099.880574	23	4	no_deam	PO	1	ngsrelate	0.011895538687536062
childC	founder1	98888	0.015095	0.984905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.492452	0.0	0.0	0.246226	0.0	0.0	0.0	0.0	0.0	0.492452	-0.0	-150611.85121	94	-1.0	0.996413	3.851545e-01,1.396598e-01,3.671440e-08,1.423676e-01,1.973417e-01,5.379219e-02,9.646823e-05,5.834643e-02,2.324131e-02	0.000489	0.500534	0.249919	-162993.91807	22	4	no_deam	PO	1	ngsrelate	0.012325015889104013
childC	founder2	98926	0.004105	0.995895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.497948	0.0	0.0	0.248974	0.0	0.0	0.0	0.0	0.0	0.497948	0.0	-154378.019429	114	-1.0	0.996796	3.797693e-01,1.450086e-01,4.582038e-08,1.283030e-01,1.947852e-01,7.051429e-02,3.721993e-05,5.340299e-02,2.817940e-02	0.000191	0.490314	0.247472	-165249.084942	26	4	no_deam	PO	1	ngsrelate	0.0033517184647083253
childD	founder3	98867	0.001234	0.998765	0.0	0.0	0.0	0.0	0.0	1e-06	0.0	0.499383	1e-06	1e-06	0.249691	0.0	0.0	1e-06	0.0	1e-06	0.499383	-0.0	-154786.324151	106	-1.0	0.996201	3.757217e-01,1.461163e-01,1.933966e-07,1.257098e-01,1.992314e-01,7.121742e-02,8.774918e-06,5.375750e-02,2.823686e-02	4.5e-05	0.502083	0.2505	-165465.090279	22	4	no_deam	PO	1	ngsrelate	0.0010079651118300947
childE	founder4	98881	0.01144	0.98856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49428	0.0	0.0	0.24714	0.0	0.0	0.0	0.0	0.0	0.49428	0.0	-150338.058041	98	-1.0	0.996342	3.863077e-01,1.469824e-01,3.727943e-05,1.309494e-01,1.995607e-01,6.686393e-02,2.389333e-05,4.770848e-02,2.156623e-02	0.000307	0.50835	0.251935	-162588.449744	22	4	no_deam	PO	1	ngsrelate	0.009340720885813189
childF	founder4	98897	0.009054	0.990945	0.0	0.0	0.0	0.0	1e-06	0.0	0.0	0.495474	1e-06	0.0	0.247737	1e-06	0.0	0.0	0.0	0.0	0.495474	0.0	-150547.335059	150	-1.0	0.996504	3.864081e-01,1.454678e-01,3.522018e-05,1.309939e-01,1.976066e-01,6.649251e-02,2.533224e-06,5.106614e-02,2.192719e-02	0.000191	0.501466	0.250282	-162868.525506	22	4	no_deam	PO	1	ngsrelate	0.0073929683032820815
childG	founder5	98907	0.005916	0.994081	0.0	0.0	0.0	0.0	0.0	3e-06	0.0	0.497041	3e-06	3e-06	0.248521	0.0	0.0	3e-06	0.0	3e-06	0.497044	0.0	-155614.296039	79	-1.0	0.996604	3.758964e-01,1.441091e-01,5.368553e-05,1.280779e-01,1.983373e-01,6.703077e-02,1.249074e-04,5.561388e-02,3.075605e-02	0.0009	0.502107	0.250131	-165892.919349	22	4	no_deam	PO	1	ngsrelate	0.004831618672867306
childA	childD	68613	0.220051	0.77993	2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.389984	0.0	0.0	0.194992	0.0	0.0	2e-05	0.0	2e-05	0.389985	-0.0	-92233.713407	70	-1.0	0.698323	3.772163e-01,1.538216e-01,5.068671e-04,1.441398e-01,1.965682e-01,5.964220e-02,5.784375e-06,4.828943e-02,1.980983e-02	0.002608	0.483675	0.244726	-99393.118752	70	1	no_deam	PO	1	ngsrelate	0.17967864638570716
childA	childH	68528	0.034676	0.914661	0.038646	0.008631	0.003385	0.0	0.0	0.0	1e-06	0.498516	1e-06	0.012017	0.249682	1e-06	0.001694	0.038646	1e-06	0.038647	0.503678	-0.004315	-89281.05902	270	-1.0	0.697458	4.223508e-01,1.111180e-01,2.708622e-05,1.357307e-01,2.019749e-01,6.045327e-02,5.504002e-04,3.975810e-02,2.803681e-02	0.002859	0.580993	0.2674	-96702.751483	50	1	no_deam	PO	1	ngsrelate	0.057673457826513834
childA	founder0	67991	0.160367	0.839601	3.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.419832	0.0	0.0	0.209916	0.0	0.0	3.2e-05	0.0	3.3e-05	0.419833	0.0	-91212.352113	106	-1.0	0.691992	3.818746e-01,1.492104e-01,1.284093e-05,1.323897e-01,2.097583e-01,5.901521e-02,1.094747e-05,4.940943e-02,1.831863e-02	0.000113	0.537775	0.259049	-98260.155276	54	1	no_deam	PO	1	ngsrelate	0.13095217309384366
childA	founder1	68055	0.201553	0.798428	1.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.399233	0.0	0.0	0.199616	0.0	0.0	1.9e-05	0.0	1.9e-05	0.399233	-0.0	-90847.199507	78	-1.0	0.692644	3.796291e-01,1.528101e-01,4.503097e-07,1.421127e-01,2.038962e-01,5.342193e-02,1.159260e-06,4.886390e-02,1.926443e-02	8e-06	0.513321	0.253283	-98130.985266	54	1	no_deam	PO	1	ngsrelate	0.16457509264162665
childB	childE	66537	0.215716	0.784282	1e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.392143	0.0	0.0	0.196071	0.0	0.0	1e-06	0.0	1e-06	0.392143	0.0	-87584.561623	74	-1.0	0.677194	3.806779e-01,1.417748e-01,7.973184e-07,1.531497e-01,2.139174e-01,5.310907e-02,4.273752e-06,4.285776e-02,1.450829e-02	2.4e-05	0.547248	0.261268	-94977.589927	42	1	no_deam	PO	1	ngsrelate	0.17613219295082505
childB	childF	64555	0.196575	0.803413	1.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.401718	0.0	0.0	0.200859	0.0	0.0	1.2e-05	0.0	1.2e-05	0.401718	-0.0	-85258.81271	106	-1.0	0.657022	3.747220e-01,1.463827e-01,4.295619e-08,1.419457e-01,2.317057e-01,4.774566e-02,2.148969e-07,4.239044e-02,1.510758e-02	1e-06	0.612226	0.275225	-92424.962491	34	1	no_deam	PO	1	ngsrelate	0.1605077145996416
childB	founder0	65955	0.16955	0.830444	7e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.415229	0.0	0.0	0.207614	0.0	0.0	7e-06	0.0	7e-06	0.415229	0.0	-88020.265353	94	-1.0	0.67127	3.761159e-01,1.445440e-01,1.093971e-05,1.402858e-01,2.222443e-01,5.962894e-02,3.668322e-07,4.001234e-02,1.715739e-02	5.1e-05	0.578035	0.268073	-95000.246708	39	1	no_deam	PO	1	ngsrelate	0.13843944486669976
childB	founder1	65982	0.199258	0.80069	5.2e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.400397	1e-06	1e-06	0.200199	0.0	1e-06	5.2e-05	0.0	5.2e-05	0.400397	0.0	-87524.868248	206	-1.0	0.671545	3.774189e-01,1.428492e-01,5.408161e-06,1.478940e-01,2.213924e-01,5.442469e-02,8.471757e-07,3.788901e-02,1.812559e-02	2.8e-05	0.577953	0.268066	-94635.09943	43	1	no_deam	PO	1	ngsrelate	0.1627147087881117
childC	childG	68359	0.151405	0.848594	0.0	0.0	0.0	0.0	0.0	0.0	1e-06	0.424298	1e-06	1e-06	0.212149	1e-06	1e-06	0.0	1e-06	1e-06	0.424298	-0.0	-93251.870043	82	-1.0	0.695738	3.796079e-01,1.444213e-01,3.926407e-04,1.385838e-01,1.981344e-01,5.919282e-02,3.520802e-04,5.612656e-02,2.318847e-02	0.003759	0.496491	0.247479	-99866.083376	62	1	no_deam	PO	1	ngsrelate	0.12362207308432695
childC	founder1	67833	0.169091	0.830899	9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.415459	0.0	0.0	0.207729	0.0	0.0	9e-06	0.0	9e-06	0.415459	-0.0	-91520.387599	90	-1.0	0.690384	3.793551e-01,1.464367e-01,7.053386e-06,1.439457e-01,1.997734e-01,5.073187e-02,4.737319e-06,5.724628e-02,2.249909e-02	5.9e-05	0.501474	0.250342	-98465.103574	58	1	no_deam	PO	1	ngsrelate	0.13806630600669131
childC	founder2	68576	0.114755	0.885221	1e-05	0.0	9e-06	0.0	0.0	5e-06	0.0	0.442627	5e-06	1.4e-05	0.221315	0.0	5e-06	1.4e-05	0.0	1.4e-05	0.442634	-0.0	-94928.046918	106	-1.0	0.697946	3.742839e-01,1.508637e-01,2.309081e-05,1.308627e-01,1.922871e-01,7.227269e-02,1.029627e-03,5.131371e-02,2.706338e-02	0.005475	0.473188	0.240771	-101087.185967	62	1	no_deam	PO	1	ngsrelate	0.09370686379342763
childD	founder3	68467	0.094826	0.905145	2.5e-05	0.0	0.0	0.0	0.0	4e-06	0.0	0.452598	4e-06	4e-06	0.226299	0.0	0.0	2.9e-05	0.0	2.9e-05	0.452601	-0.0	-94917.379981	94	-1.0	0.696837	3.724829e-01,1.497289e-01,2.604064e-05,1.289071e-01,2.003909e-01,7.005603e-02,8.419673e-05,5.069746e-02,2.762641e-02	0.00055	0.501605	0.250159	-100867.082491	66	1	no_deam	PO	1	ngsrelate	0.0774369462336939
childE	founder4	67929	0.150291	0.8497	9e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.424859	0.0	0.0	0.21243	0.0	0.0	9e-06	0.0	9e-06	0.424859	-0.0	-91893.907762	70	-1.0	0.691361	3.814892e-01,1.510652e-01,8.000793e-05,1.306073e-01,2.039753e-01,6.662602e-02,1.063420e-03,4.479967e-02,2.029393e-02	0.005606	0.517387	0.25178	-98642.02642	62	1	no_deam	PO	1	ngsrelate	0.12271576204383852
childF	founder4	65903	0.111735	0.88826	5e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.444135	0.0	0.0	0.222067	0.0	0.0	5e-06	0.0	5e-06	0.444135	-0.0	-89154.199712	134	-1.0	0.670741	3.772773e-01,1.412786e-01,7.456027e-06,1.349268e-01,2.190138e-01,6.579349e-02,1.850961e-06,4.119646e-02,2.050419e-02	4.2e-05	0.571532	0.26667	-95694.04	39	1	no_deam	PO	1	ngsrelate	0.09123328677991746
childG	founder5	68528	0.07029	0.929684	1.2e-05	0.0	0.0	0.0	0.0	0.0	1.5e-05	0.464868	1.5e-05	1.5e-05	0.232442	1.5e-05	1.5e-05	1.2e-05	1.5e-05	2.6e-05	0.464868	0.0	-94944.896147	110	-1.0	0.697458	3.754624e-01,1.452243e-01,2.373035e-05,1.316677e-01,1.989046e-01,6.530242e-02,9.280897e-07,5.429039e-02,2.912356e-02	0.000124	0.501639	0.250355	-100791.387905	59	1	no_deam	PO	1	ngsrelate	0.057402160528444705
childA	childD	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499996	4e-06	0.0	0.249999	2e-06	0.0	0.0	0.0	0.0	0.499998	0.0	-150597.366552	183	-150597.450974	1.0	3.832987e-01,1.490926e-01,4.641467e-15,1.391044e-01,1.962215e-01,6.061879e-02,1.334857e-17,5.027746e-02,2.138658e-02	0.0	0.491668	0.2479	-163798.627949	5	20	no_deam	PO	1	ngsrelate	0.0
childA	childH	99408	0.0	0.924386	0.051121	0.0	0.024492	0.0	0.0	0.0	0.0	0.531684	0.0	0.024492	0.268903	0.0	0.012246	0.051121	0.0	0.051121	0.537807	-0.0	-145835.836299	74	-1.0	1.0	4.261625e-01,1.062288e-01,1.550967e-17,1.352311e-01,1.986663e-01,6.204728e-02,6.426599e-21,4.240083e-02,2.926318e-02	0.0	0.574333	0.267297	-159365.044428	5	20	no_deam	PO	1	ngsrelate	0.05269672234272891
childA	founder0	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	0.0	1e-06	0.25	0.0	0.0	1e-06	0.0	1e-06	0.500001	0.0	-150150.963246	202	-150150.971554	1.0	3.863870e-01,1.460044e-01,2.533680e-12,1.341840e-01,1.990464e-01,6.271422e-02,2.484024e-11,5.083083e-02,2.083322e-02	0.0	0.505536	0.251376	-163517.96691	5	20	no_deam	PO	1	ngsrelate	0.0
childA	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499998	1e-06	0.0	0.249999	0.0	0.0	0.0	0.0	0.0	0.499998	0.0	-149336.969063	142	-149337.002682	1.0	3.866287e-01,1.457626e-01,1.354346e-08,1.411256e-01,1.976256e-01,5.719339e-02,3.784668e-11,5.162545e-02,2.003859e-02	0.0	0.499424	0.249856	-163020.658126	5	20	no_deam	PO	1	ngsrelate	0.0
childB	childE	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499997	0.0	0.0	0.249998	0.0	0.0	1e-06	0.0	1e-06	0.499997	-0.0	-147582.422146	106	-147582.461025	1.0	3.890228e-01,1.465997e-01,3.892053e-12,1.439221e-01,1.988054e-01,5.243029e-02,1.895289e-12,5.213862e-02,1.708106e-02	0.0	0.503189	0.250795	-161737.778285	5	20	no_deam	PO	1	ngsrelate	0.0
childB	childF	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1e-06	0.25	0.0	1e-06	0.0	0.0	0.0	0.5	-0.0	-147900.220728	58	-147900.238739	1.0	3.889824e-01,1.466402e-01,5.996793e-12,1.426546e-01,1.975276e-01,5.497547e-02,1.009247e-16,5.100034e-02,1.821937e-02	0.0	0.499728	0.249932	-162153.06354	5	20	no_deam	PO	1	ngsrelate	0.0
childB	founder0	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1e-06	0.25	0.0	1e-06	0.0	0.0	0.0	0.500001	-0.0	-149789.607382	198	-149789.615321	1.0	3.868599e-01,1.487625e-01,4.704126e-12,1.337115e-01,1.981891e-01,6.325737e-02,2.149003e-12,4.892956e-02,2.029010e-02	0.0	0.502175	0.250543	-163228.118408	5	20	no_deam	PO	1	ngsrelate	0.0
childB	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499999	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.499999	-0.0	-148995.531063	70	-148995.54948	1.0	3.866790e-01,1.489434e-01,1.343073e-08,1.410750e-01,1.966480e-01,5.743485e-02,9.828177e-11,4.942258e-02,1.979714e-02	0.0	0.49549	0.248867	-162783.870432	5	20	no_deam	PO	1	ngsrelate	0.0
childC	childG	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500002	8e-06	0.0	0.250002	4e-06	0.0	3e-06	0.0	4e-06	0.500004	-0.0	-152990.345553	130	-152990.429093	1.0	3.833090e-01,1.415683e-01,3.507472e-13,1.369606e-01,1.968395e-01,5.995425e-02,2.333411e-13,5.525368e-02,2.611457e-02	0.0	0.499927	0.249982	-165063.569331	5	20	no_deam	PO	1	ngsrelate	0.0
childC	founder1	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500002	0.0	0.0	0.250001	0.0	0.0	7e-06	0.0	7e-06	0.500003	0.0	-151227.137772	62	-151227.182621	1.0	3.853117e-01,1.395660e-01,1.425904e-08,1.424426e-01,1.973439e-01,5.397471e-02,4.184713e-09,5.810392e-02,2.325712e-02	0.0	0.500762	0.25019	-164080.976017	5	20	no_deam	PO	1	ngsrelate	0.0
childC	founder2	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500006	0.0	2.5e-05	0.250006	0.0	1.2e-05	0.0	0.0	0.0	0.500012	0.0	-155004.32704	122	-155004.374057	1.0	3.798385e-01,1.450388e-01,1.387210e-12,1.283296e-01,1.956913e-01,6.973334e-02,1.002406e-12,5.314184e-02,2.822656e-02	0.0	0.493866	0.248457	-166287.691003	5	20	no_deam	PO	1	ngsrelate	0.0
childD	founder3	99408	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500001	0.0	5e-06	0.250001	0.0	3e-06	0.0	0.0	0.0	0.500003	-0.0	-155518.742639	126	-155518.752614	1.0	3.767728e-01,1.456320e-01,1.233863e-11,1.255078e-01,1.988662e-01,7.121580e-02,2.853280e-12,5.376822e-02,2.823713e-02	0.0	0.50203	0.250507	-166614.853188	5	20	no_deam	PO	1	ngsrelate	0.0
