a	b	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	FDiff	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter	cov	deamination	kinship	degree	program
childH	founder4	92086	0.729228	0.239255	0.000083	0.000003	0.000001	0.031428	0.000000	0.000000	0.000001	0.119712	0.031430	0.000005	0.059857	0.000001	0.000002	0.000083	0.000001	0.000085	0.135429	0.015713	-140778.829950	78	-1	0.930942	3.488069e-01,1.847050e-01,2.661881e-02,1.386333e-01,1.621644e-01,4.702505e-02,2.977895e-02,4.669856e-02,1.556906e-02	0.347781	0.342509	0.066590	-153011.810261	18	2	no_deam	GP	2	ngsrelate
childB	childI	99395	0.185522	0.557748	0.081105	0.154676	0.020949	0.000000	0.000000	0.000000	0.000000	0.375690	0.000000	0.175625	0.190464	0.000000	0.010474	0.081105	0.000000	0.081105	0.458266	-0.077338	-155745.876491	150	-1	1.000000	4.152020e-01,9.740058e-02,2.312602e-02,1.606770e-01,1.685853e-01,6.577277e-02,1.192091e-02,2.969546e-02,2.761988e-02	0.207888	0.433836	0.142593	-169759.998317	6	10	no_deam	GP	2	ngsrelate
childD	founder0	99395	0.695208	0.304621	0.000167	0.000001	0.000001	0.000000	0.000002	0.000000	0.000000	0.152480	0.000002	0.000002	0.076240	0.000001	0.000001	0.000167	0.000000	0.000167	0.152481	-0.000000	-162519.961115	74	-1	1.000000	3.322952e-01,1.679522e-01,2.185942e-02,1.685277e-01,1.820301e-01,4.489415e-02,1.977096e-02,4.569798e-02,1.697222e-02	0.228701	0.388370	0.124846	-177530.495017	6	10	no_deam	GP	2	ngsrelate
childD	founder1	99395	0.720993	0.278985	0.000022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139515	0.000000	0.000000	0.069757	0.000000	0.000000	0.000023	0.000000	0.000023	0.139515	-0.000000	-161017.826473	110	-1	1.000000	3.355906e-01,1.664944e-01,2.001583e-02,1.703899e-01,1.826389e-01,4.244236e-02,2.194120e-02,4.571477e-02,1.477207e-02	0.229727	0.391091	0.124918	-176529.519019	6	10	no_deam	GP	2	ngsrelate
childE	founder0	99395	0.740990	0.258930	0.000079	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.129544	0.000001	0.000001	0.064772	0.000000	0.000000	0.000080	0.000000	0.000080	0.129545	-0.000000	-159542.828537	74	-1	1.000000	3.356340e-01,1.736789e-01,2.349648e-02,1.678490e-01,1.833763e-01,4.625330e-02,1.712013e-02,3.861745e-02,1.397441e-02	0.221493	0.392656	0.128781	-175522.295338	6	10	no_deam	GP	2	ngsrelate
childE	founder1	99395	0.783065	0.216878	0.000056	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108495	0.000000	0.000000	0.054248	0.000000	0.000000	0.000056	0.000000	0.000056	0.108495	-0.000000	-158056.382698	90	-1	1.000000	3.376745e-01,1.738184e-01,2.132798e-02,1.707562e-01,1.824409e-01,4.427452e-02,1.947280e-02,3.860324e-02,1.163132e-02	0.223638	0.389620	0.127269	-174613.539278	6	10	no_deam	GP	2	ngsrelate
childF	founder0	99395	0.735120	0.264858	0.000022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132451	0.000001	0.000000	0.066226	0.000000	0.000000	0.000022	0.000000	0.000022	0.132452	0.000000	-160023.586751	82	-1	1.000000	3.353744e-01,1.736224e-01,2.256107e-02,1.668443e-01,1.814984e-01,4.671641e-02,1.837774e-02,4.056216e-02,1.444307e-02	0.225560	0.387251	0.125984	-176107.858926	6	10	no_deam	GP	2	ngsrelate
childF	founder1	99395	0.778910	0.221051	0.000035	0.000001	0.000001	0.000000	0.000000	0.000000	0.000001	0.110563	0.000001	0.000003	0.055282	0.000001	0.000002	0.000035	0.000001	0.000036	0.110564	-0.000001	-158552.997479	150	-1	1.000000	3.367649e-01,1.740212e-01,2.077268e-02,1.708892e-01,1.805484e-01,4.361345e-02,2.025243e-02,4.028546e-02,1.285239e-02	0.227225	0.384281	0.124696	-175212.852782	6	10	no_deam	GP	2	ngsrelate
childG	founder1	99395	0.688186	0.311810	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155909	0.000000	0.000000	0.077954	0.000000	0.000000	0.000004	0.000000	0.000004	0.155909	0.000000	-162213.687118	78	-1	1.000000	3.357145e-01,1.654522e-01,1.896221e-02,1.700152e-01,1.810362e-01,4.257826e-02,2.217651e-02,4.836684e-02,1.569810e-02	0.227240	0.387201	0.125251	-176961.116399	6	10	no_deam	GP	2	ngsrelate
childG	founder2	99395	0.603101	0.396859	0.000024	0.000016	0.000000	0.000000	0.000000	0.000000	0.000000	0.198453	0.000000	0.000016	0.099227	0.000000	0.000000	0.000024	0.000000	0.000024	0.198461	-0.000008	-167326.094777	122	-1	1.000000	3.297983e-01,1.667253e-01,2.359952e-02,1.603315e-01,1.802287e-01,5.307331e-02,1.835867e-02,4.682926e-02,2.105549e-02	0.232805	0.384350	0.122314	-179802.202129	6	10	no_deam	GP	2	ngsrelate
childH	founder4	99395	0.721171	0.253275	0.000004	0.000000	0.000000	0.025549	0.000000	0.000000	0.000000	0.126642	0.025550	0.000001	0.063321	0.000000	0.000000	0.000004	0.000000	0.000004	0.139417	0.012775	-163469.926955	62	-1	1.000000	3.489780e-01,1.859531e-01,2.631351e-02,1.396990e-01,1.606233e-01,4.678480e-02,2.866434e-02,4.718672e-02,1.579723e-02	0.342278	0.338438	0.068389	-178803.400586	6	10	no_deam	GP	2	ngsrelate
childB	childI	99409	0.187057	0.561175	0.079818	0.152754	0.019195	0.000000	0.000000	0.000000	0.000000	0.374802	0.000000	0.171949	0.189800	0.000000	0.009597	0.079818	0.000000	0.079818	0.455978	-0.076377	-157146.965039	170	-1	0.999980	4.134531e-01,9.800948e-02,2.289760e-02,1.612445e-01,1.696369e-01,6.581481e-02,1.183130e-02,2.966753e-02,2.744478e-02	0.204725	0.435564	0.144348	-171148.197228	5	8	deam	GP	2	ngsrelate
childD	founder0	99408	0.695932	0.304021	0.000046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152057	0.000000	0.000000	0.076028	0.000000	0.000000	0.000047	0.000000	0.000047	0.152057	-0.000000	-163711.311248	102	-1	0.999970	3.307947e-01,1.686958e-01,2.162537e-02,1.688981e-01,1.835639e-01,4.469966e-02,1.965386e-02,4.531436e-02,1.675424e-02	0.224877	0.391488	0.127093	-178612.708888	5	8	deam	GP	2	ngsrelate
childD	founder1	99410	0.719517	0.280451	0.000030	0.000000	0.000000	0.000000	0.000003	0.000000	0.000000	0.140257	0.000003	0.000000	0.070129	0.000001	0.000000	0.000030	0.000000	0.000030	0.140258	0.000000	-162352.659726	118	-1	0.999990	3.343152e-01,1.669190e-01,1.986377e-02,1.706628e-01,1.841835e-01,4.234185e-02,2.167549e-02,4.550974e-02,1.452871e-02	0.225532	0.394420	0.127368	-177734.595327	6	8	deam	GP	2	ngsrelate
childE	founder0	99409	0.740606	0.259384	0.000005	0.000002	0.000000	0.000000	0.000000	0.000003	0.000000	0.129697	0.000004	0.000005	0.064849	0.000000	0.000000	0.000008	0.000000	0.000009	0.129702	-0.000001	-160804.495460	78	-1	0.999980	3.342963e-01,1.741659e-01,2.314949e-02,1.680086e-01,1.848280e-01,4.623037e-02,1.705504e-02,3.856862e-02,1.369768e-02	0.217524	0.395627	0.131076	-176684.374316	5	8	deam	GP	2	ngsrelate
childE	founder1	99411	0.783626	0.216370	0.000004	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108189	0.000000	0.000000	0.054094	0.000000	0.000000	0.000004	0.000000	0.000004	0.108189	0.000000	-159478.529814	86	-1	1.000000	3.360718e-01,1.743417e-01,2.118252e-02,1.712828e-01,1.838284e-01,4.398517e-02,1.928856e-02,3.845259e-02,1.156647e-02	0.220157	0.392349	0.129300	-175937.129818	6	8	deam	GP	2	ngsrelate
childF	founder0	99408	0.736191	0.263788	0.000016	0.000000	0.000000	0.000002	0.000000	0.000003	0.000000	0.131910	0.000005	0.000003	0.065955	0.000000	0.000000	0.000018	0.000000	0.000018	0.131914	0.000001	-161250.288084	114	-1	0.999970	3.338788e-01,1.740491e-01,2.234255e-02,1.672353e-01,1.828366e-01,4.656275e-02,1.823497e-02,4.068485e-02,1.417513e-02	0.221933	0.389752	0.128029	-177242.444690	6	8	deam	GP	2	ngsrelate
childF	founder1	99410	0.779795	0.220194	0.000004	0.000002	0.000000	0.000002	0.000003	0.000000	0.000000	0.110103	0.000005	0.000002	0.055052	0.000002	0.000000	0.000004	0.000000	0.000004	0.110106	-0.000000	-159933.680504	82	-1	0.999990	3.351383e-01,1.745549e-01,2.060911e-02,1.714217e-01,1.817575e-01,4.341457e-02,2.009800e-02,4.029189e-02,1.271401e-02	0.223964	0.386397	0.126505	-176499.569445	6	8	deam	GP	2	ngsrelate
childG	founder1	99410	0.687144	0.312827	0.000023	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000	0.156436	0.000006	0.000000	0.078218	0.000000	0.000000	0.000023	0.000000	0.000023	0.156440	0.000003	-163600.439909	70	-1	0.999990	3.343099e-01,1.658547e-01,1.871787e-02,1.704123e-01,1.823413e-01,4.260107e-02,2.192829e-02,4.842601e-02,1.540863e-02	0.222913	0.389668	0.127591	-178239.257142	6	8	deam	GP	2	ngsrelate
childG	founder2	99409	0.603689	0.396272	0.000038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198174	0.000000	0.000000	0.099087	0.000000	0.000000	0.000038	0.000000	0.000038	0.198174	-0.000000	-168720.916318	74	-1	0.999980	3.282057e-01,1.671469e-01,2.354240e-02,1.609616e-01,1.815070e-01,5.287839e-02,1.809119e-02,4.680889e-02,2.085799e-02	0.229377	0.386654	0.124227	-181119.277814	5	8	deam	GP	2	ngsrelate
childH	founder4	99410	0.725850	0.252859	0.000015	0.000002	0.000000	0.021264	0.000000	0.000003	0.000006	0.126451	0.021274	0.000011	0.063229	0.000006	0.000006	0.000018	0.000006	0.000025	0.137088	0.010631	-164672.671556	51	-1	0.999990	3.475205e-01,1.868569e-01,2.585539e-02,1.400968e-01,1.619115e-01,4.694367e-02,2.840944e-02,4.689473e-02,1.551111e-02	0.335151	0.340826	0.071691	-179919.830268	6	8	deam	GP	2	ngsrelate
childB	childI	99402	0.195773	0.565057	0.076377	0.145717	0.017076	0.000000	0.000000	0.000000	0.000000	0.371712	0.000000	0.162793	0.187990	0.000000	0.008538	0.076377	0.000000	0.076377	0.448840	-0.072859	-161358.082383	207	-1	0.999980	4.092405e-01,9.974743e-02,2.235645e-02,1.625600e-01,1.719631e-01,6.584467e-02,1.147125e-02,2.980962e-02,2.700705e-02	0.196715	0.438917	0.148610	-175149.539666	9	4	deam	GP	2	ngsrelate
childD	founder0	99399	0.698555	0.301386	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150751	0.000000	0.000000	0.075376	0.000000	0.000000	0.000059	0.000000	0.000059	0.150752	-0.000000	-167648.258105	118	-1	0.999950	3.266443e-01,1.697867e-01,2.139960e-02,1.700487e-01,1.863419e-01,4.484601e-02,1.913198e-02,4.517268e-02,1.662801e-02	0.217512	0.396147	0.131182	-182347.536271	9	4	deam	GP	2	ngsrelate
childD	founder1	99395	0.721902	0.277665	0.000433	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139266	0.000000	0.000000	0.069633	0.000000	0.000000	0.000433	0.000000	0.000433	0.139266	-0.000000	-165930.607282	130	-1	0.999909	3.305798e-01,1.677759e-01,1.942968e-02,1.717388e-01,1.872583e-01,4.231547e-02,2.132587e-02,4.525405e-02,1.432217e-02	0.217643	0.400262	0.131920	-181043.954009	7	4	deam	GP	2	ngsrelate
childE	founder0	99400	0.743516	0.256425	0.000059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128271	0.000000	0.000000	0.064136	0.000000	0.000000	0.000059	0.000000	0.000059	0.128272	0.000000	-164777.219805	94	-1	0.999960	3.303145e-01,1.752450e-01,2.266761e-02,1.686045e-01,1.875152e-01,4.647616e-02,1.687148e-02,3.858292e-02,1.372252e-02	0.210858	0.400291	0.134882	-180470.284927	9	4	deam	GP	2	ngsrelate
childE	founder1	99396	0.785624	0.214368	0.000007	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.107191	0.000001	0.000001	0.053596	0.000000	0.000000	0.000008	0.000000	0.000008	0.107192	-0.000000	-163091.801642	98	-1	0.999920	3.324214e-01,1.750004e-01,2.072749e-02,1.720443e-01,1.868256e-01,4.381788e-02,1.912530e-02,3.852084e-02,1.151679e-02	0.213315	0.398148	0.133394	-179304.976610	7	4	deam	GP	2	ngsrelate
childF	founder0	99395	0.737799	0.262186	0.000015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131108	0.000000	0.000000	0.065554	0.000000	0.000000	0.000015	0.000000	0.000015	0.131108	0.000000	-165222.617929	98	-1	0.999909	3.300899e-01,1.745921e-01,2.211420e-02,1.677949e-01,1.861146e-01,4.660512e-02,1.793051e-02,4.065271e-02,1.410596e-02	0.215162	0.396250	0.132222	-181008.340200	9	4	deam	GP	2	ngsrelate
childF	founder1	99391	0.781030	0.218898	0.000071	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.109520	0.000001	0.000001	0.054760	0.000000	0.000000	0.000072	0.000000	0.000072	0.109521	-0.000000	-163551.375190	70	-1	0.999869	3.314283e-01,1.753303e-01,2.004288e-02,1.723887e-01,1.847177e-01,4.339228e-02,1.977251e-02,4.033154e-02,1.259573e-02	0.215547	0.391967	0.131215	-179840.474618	7	4	deam	GP	2	ngsrelate
childG	founder1	99396	0.690290	0.309700	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154860	0.000000	0.000000	0.077430	0.000000	0.000000	0.000010	0.000000	0.000010	0.154860	0.000000	-167177.470428	82	-1	0.999920	3.311293e-01,1.667912e-01,1.855419e-02,1.708762e-01,1.851231e-01,4.248904e-02,2.165985e-02,4.835533e-02,1.502180e-02	0.217229	0.394950	0.131072	-181552.956012	10	4	deam	GP	2	ngsrelate
childG	founder2	99398	0.605727	0.394200	0.000073	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.197173	0.000000	0.000000	0.098586	0.000000	0.000000	0.000073	0.000000	0.000073	0.197173	-0.000000	-172306.706874	102	-1	0.999940	3.253716e-01,1.678411e-01,2.326824e-02,1.616547e-01,1.842983e-01,5.253270e-02,1.795453e-02,4.660379e-02,2.047517e-02	0.223674	0.392245	0.127758	-184491.895749	7	4	deam	GP	2	ngsrelate
childH	founder4	99399	0.738288	0.248002	0.000007	0.000000	0.000000	0.013702	0.000001	0.000000	0.000000	0.124009	0.013703	0.000000	0.062005	0.000001	0.000000	0.000007	0.000000	0.000007	0.130860	0.006851	-168731.953729	50	-1	0.999950	3.431096e-01,1.878805e-01,2.554038e-02,1.413273e-01,1.647230e-01,4.683581e-02,2.792823e-02,4.705684e-02,1.559839e-02	0.324597	0.345644	0.076787	-183879.441472	9	4	deam	GP	2	ngsrelate
childB	childI	89563	0.234780	0.531070	0.070033	0.150600	0.013517	0.000000	0.000000	0.000000	0.000000	0.345706	0.000000	0.164117	0.174542	0.000000	0.006758	0.070033	0.000000	0.070033	0.424385	-0.075300	-138513.056750	178	-1	0.904293	4.045676e-01,1.017473e-01,2.309539e-02,1.659979e-01,1.710614e-01,6.566258e-02,1.142311e-02,2.910837e-02,2.733636e-02	0.201790	0.430847	0.144790	-149571.672422	19	1	deam	GP	2	ngsrelate
childD	founder0	89727	0.732194	0.267490	0.000315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134060	0.000000	0.000000	0.067030	0.000000	0.000000	0.000315	0.000000	0.000315	0.134060	0.000000	-143756.413919	102	-1	0.905949	3.247365e-01,1.705370e-01,2.026571e-02,1.720513e-01,1.887665e-01,4.436514e-02,1.877391e-02,4.508442e-02,1.541940e-02	0.206814	0.400712	0.136723	-155044.034520	19	1	deam	GP	2	ngsrelate
childD	founder1	89536	0.746684	0.252798	0.000511	0.000000	0.000001	0.000001	0.000001	0.000004	0.000000	0.126911	0.000005	0.000005	0.063456	0.000000	0.000001	0.000515	0.000000	0.000515	0.126916	0.000000	-142635.699953	150	-1	0.904021	3.276449e-01,1.691627e-01,1.934164e-02,1.734369e-01,1.886923e-01,4.256595e-02,2.020743e-02,4.437424e-02,1.457396e-02	0.209596	0.402253	0.135817	-154265.791478	19	1	deam	GP	2	ngsrelate
childE	founder0	89713	0.784872	0.215104	0.000022	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.107574	0.000001	0.000001	0.053787	0.000000	0.000000	0.000023	0.000000	0.000023	0.107576	0.000000	-141428.096942	86	-1	0.905808	3.269041e-01,1.787129e-01,2.159594e-02,1.725595e-01,1.878787e-01,4.567791e-02,1.595874e-02,3.815182e-02,1.256045e-02	0.199888	0.397495	0.139074	-153422.918089	18	1	deam	GP	2	ngsrelate
childE	founder1	89560	0.837472	0.162472	0.000057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.081292	0.000000	0.000000	0.040646	0.000000	0.000000	0.000057	0.000000	0.000057	0.081293	0.000000	-140446.038375	106	-1	0.904263	3.279976e-01,1.776826e-01,2.141759e-02,1.757047e-01,1.857550e-01,4.409138e-02,1.841107e-02,3.807353e-02,1.086655e-02	0.214415	0.390750	0.131462	-152946.727988	18	1	deam	GP	2	ngsrelate
childF	founder0	89638	0.777570	0.222079	0.000348	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.111389	0.000002	0.000000	0.055695	0.000001	0.000000	0.000348	0.000000	0.000348	0.111390	0.000000	-141511.527647	106	-1	0.905050	3.264392e-01,1.777044e-01,2.115626e-02,1.699604e-01,1.880803e-01,4.451254e-02,1.827517e-02,3.918618e-02,1.468563e-02	0.209652	0.399495	0.135250	-153662.535698	18	1	deam	GP	2	ngsrelate
childF	founder1	89536	0.825152	0.174341	0.000506	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.087677	0.000001	0.000001	0.043839	0.000001	0.000001	0.000506	0.000001	0.000506	0.087677	-0.000000	-140635.943896	66	-1	0.904021	3.276521e-01,1.776829e-01,1.982507e-02,1.722334e-01,1.864327e-01,4.406153e-02,2.080783e-02,3.883230e-02,1.247208e-02	0.217949	0.393781	0.130533	-153227.815875	18	1	deam	GP	2	ngsrelate
childG	founder1	89501	0.734727	0.264821	0.000451	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.132861	0.000001	0.000001	0.066431	0.000000	0.000000	0.000452	0.000000	0.000452	0.132862	0.000000	-143150.222651	82	-1	0.903667	3.281008e-01,1.684092e-01,1.915690e-02,1.714725e-01,1.870193e-01,4.212314e-02,2.186620e-02,4.687564e-02,1.497623e-02	0.219352	0.397995	0.130739	-154377.935863	18	1	deam	GP	2	ngsrelate
childG	founder2	89631	0.633800	0.366103	0.000092	0.000000	0.000000	0.000002	0.000000	0.000000	0.000002	0.183146	0.000005	0.000002	0.091574	0.000002	0.000002	0.000092	0.000002	0.000095	0.183147	0.000001	-147129.085815	126	-1	0.904980	3.230466e-01,1.687374e-01,2.366861e-02,1.622602e-01,1.862913e-01,5.230645e-02,1.721485e-02,4.693440e-02,1.954016e-02	0.219460	0.395421	0.130196	-156636.391996	22	1	deam	GP	2	ngsrelate
childH	founder4	89561	0.754409	0.226288	0.000006	0.000000	0.000001	0.019295	0.000000	0.000000	0.000000	0.113151	0.019295	0.000001	0.056575	0.000000	0.000000	0.000006	0.000000	0.000006	0.122799	0.009648	-143376.702446	106	-1	0.904273	3.409146e-01,1.910400e-01,2.467273e-02,1.422969e-01,1.643288e-01,4.663627e-02,2.834276e-02,4.641224e-02,1.535565e-02	0.322618	0.342779	0.077211	-154922.818621	21	1	deam	GP	2	ngsrelate
childB	childI	99408	0.185072	0.558581	0.080999	0.154721	0.020627	0.000000	0.000000	0.000000	0.000000	0.375760	0.000000	0.175348	0.190458	0.000000	0.010314	0.080999	0.000000	0.080999	0.458277	-0.077360	-155793.199587	158	-1	1.000000	4.151116e-01,9.746446e-02,2.309601e-02,1.608728e-01,1.686760e-01,6.566327e-02,1.192014e-02,2.964711e-02,2.754866e-02	0.207594	0.433989	0.142755	-169795.034761	5	20	deam	GP	2	ngsrelate
childD	founder0	99408	0.695188	0.304642	0.000169	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.152490	0.000001	0.000001	0.076245	0.000000	0.000000	0.000170	0.000000	0.000170	0.152491	0.000000	-162584.417121	90	-1	1.000000	3.321392e-01,1.682865e-01,2.173550e-02,1.686121e-01,1.821673e-01,4.487065e-02,1.978628e-02,4.550328e-02,1.689911e-02	0.227932	0.388587	0.125218	-177574.245543	5	20	deam	GP	2	ngsrelate
childD	founder1	99408	0.719946	0.280021	0.000033	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140043	0.000000	0.000000	0.070022	0.000000	0.000000	0.000033	0.000000	0.000033	0.140044	0.000000	-161068.768175	106	-1	1.000000	3.355822e-01,1.665491e-01,2.002812e-02,1.703718e-01,1.828319e-01,4.244847e-02,2.182885e-02,4.566766e-02,1.469191e-02	0.228937	0.391592	0.125355	-176568.158737	5	20	deam	GP	2	ngsrelate
childE	founder0	99407	0.739622	0.260371	0.000004	0.000001	0.000000	0.000000	0.000000	0.000002	0.000000	0.130190	0.000002	0.000003	0.065095	0.000000	0.000000	0.000006	0.000000	0.000006	0.130192	-0.000001	-159593.151986	102	-1	0.999990	3.357102e-01,1.739725e-01,2.340301e-02,1.677463e-01,1.835618e-01,4.627115e-02,1.708494e-02,3.841838e-02,1.383172e-02	0.220569	0.393153	0.129278	-175516.667750	5	20	deam	GP	2	ngsrelate
childE	founder1	99407	0.782982	0.216964	0.000052	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.108534	0.000002	0.000002	0.054267	0.000000	0.000000	0.000054	0.000000	0.000054	0.108536	-0.000000	-158104.324965	66	-1	0.999990	3.376064e-01,1.741011e-01,2.137946e-02,1.708014e-01,1.825511e-01,4.422316e-02,1.938485e-02,3.838777e-02,1.156470e-02	0.223304	0.389835	0.127455	-174628.657050	5	20	deam	GP	2	ngsrelate
childF	founder0	99408	0.735418	0.264527	0.000055	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.132318	0.000001	0.000001	0.066159	0.000000	0.000000	0.000055	0.000000	0.000055	0.132319	-0.000000	-160082.468004	74	-1	1.000000	3.351936e-01,1.736829e-01,2.257591e-02,1.670229e-01,1.816956e-01,4.651204e-02,1.831632e-02,4.058427e-02,1.441639e-02	0.225059	0.387663	0.126279	-176167.284677	5	20	deam	GP	2	ngsrelate
childF	founder1	99408	0.778782	0.221172	0.000046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110632	0.000000	0.000000	0.055316	0.000000	0.000000	0.000046	0.000000	0.000046	0.110632	0.000000	-158602.066285	78	-1	1.000000	3.366749e-01,1.739975e-01,2.078151e-02,1.709456e-01,1.806406e-01,4.364262e-02,2.016875e-02,4.040774e-02,1.274081e-02	0.226695	0.384388	0.124944	-175273.437845	5	20	deam	GP	2	ngsrelate
childG	founder1	99408	0.687295	0.312671	0.000034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156370	0.000000	0.000000	0.078185	0.000000	0.000000	0.000034	0.000000	0.000035	0.156370	-0.000000	-162234.205320	58	-1	1.000000	3.357184e-01,1.654770e-01,1.889137e-02,1.699499e-01,1.811242e-01,4.261211e-02,2.211827e-02,4.844315e-02,1.566561e-02	0.226417	0.387438	0.125651	-177002.121182	5	20	deam	GP	2	ngsrelate
childG	founder2	99408	0.603039	0.396893	0.000057	0.000006	0.000004	0.000000	0.000000	0.000000	0.000001	0.198508	0.000001	0.000011	0.099255	0.000001	0.000003	0.000057	0.000001	0.000058	0.198512	-0.000003	-167376.604759	54	-1	1.000000	3.296705e-01,1.667859e-01,2.362867e-02,1.601418e-01,1.802601e-01,5.328252e-02,1.828666e-02,4.686629e-02,2.107764e-02	0.232527	0.384357	0.122435	-179903.941211	5	20	deam	GP	2	ngsrelate
childH	founder4	99408	0.721208	0.253974	0.000005	0.000000	0.000002	0.024808	0.000003	0.000000	0.000001	0.126997	0.024812	0.000002	0.063499	0.000002	0.000001	0.000005	0.000001	0.000006	0.139402	0.012404	-163505.089226	54	-1	1.000000	3.490278e-01,1.863762e-01,2.612503e-02,1.396200e-01,1.608204e-01,4.690615e-02,2.864865e-02,4.686338e-02,1.561240e-02	0.340589	0.338898	0.069156	-178771.986716	5	20	deam	GP	2	ngsrelate
childB	childI	98534	0.221381	0.539114	0.077764	0.141874	0.019867	0.000000	0.000000	0.000000	0.000000	0.362221	0.000000	0.161742	0.183594	0.000000	0.009934	0.077764	0.000000	0.077764	0.438125	-0.070937	-162687.072178	114	-1	0.992536	4.065710e-01,1.007385e-01,2.226375e-02,1.632490e-01,1.729011e-01,6.620477e-02,1.173761e-02,2.929759e-02,2.703665e-02	0.196652	0.439403	0.148730	-175872.959243	11	2	deam	GP	2	ngsrelate
childD	founder0	98594	0.711165	0.287809	0.001025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144930	0.000001	0.000000	0.072465	0.000000	0.000000	0.001026	0.000000	0.001026	0.144930	-0.000000	-168235.453237	106	-1	0.993140	3.257836e-01,1.695124e-01,2.140713e-02,1.705549e-01,1.877463e-01,4.456344e-02,1.928404e-02,4.481793e-02,1.633022e-02	0.216735	0.399342	0.132139	-181997.564664	10	2	deam	GP	2	ngsrelate
childD	founder1	98584	0.737630	0.261936	0.000431	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.131400	0.000003	0.000001	0.065701	0.000001	0.000000	0.000431	0.000000	0.000431	0.131402	0.000000	-166746.746917	126	-1	0.993040	3.282006e-01,1.686961e-01,1.962653e-02,1.727487e-01,1.881314e-01,4.202682e-02,2.129063e-02,4.519860e-02,1.408058e-02	0.217492	0.400631	0.132057	-180940.776668	11	2	deam	GP	2	ngsrelate
childE	founder0	98592	0.760845	0.238890	0.000263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.119710	0.000003	0.000003	0.059856	0.000003	0.000003	0.000263	0.000003	0.000265	0.119710	-0.000000	-165722.132450	102	-1	0.993120	3.284910e-01,1.749503e-01,2.304721e-02,1.702547e-01,1.886502e-01,4.573743e-02,1.680645e-02,3.854739e-02,1.351531e-02	0.211257	0.401945	0.135032	-180504.284982	10	2	deam	GP	2	ngsrelate
childE	founder1	98584	0.802410	0.197554	0.000035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.098813	0.000000	0.000000	0.049406	0.000000	0.000000	0.000035	0.000000	0.000035	0.098813	-0.000000	-164262.891332	286	-1	0.993040	3.294043e-01,1.765281e-01,2.027299e-02,1.734459e-01,1.874463e-01,4.416003e-02,1.909346e-02,3.843343e-02,1.121556e-02	0.210015	0.397188	0.134636	-179519.206821	10	2	deam	GP	2	ngsrelate
childF	founder0	98606	0.752171	0.247754	0.000070	0.000000	0.000000	0.000002	0.000000	0.000003	0.000000	0.123947	0.000005	0.000003	0.061974	0.000000	0.000000	0.000073	0.000000	0.000073	0.123951	0.000001	-165867.455301	66	-1	0.993261	3.277472e-01,1.759239e-01,2.163360e-02,1.696408e-01,1.858000e-01,4.614095e-02,1.827152e-02,4.033203e-02,1.451007e-02	0.214775	0.393692	0.131887	-180726.073132	11	2	deam	GP	2	ngsrelate
