a	b	J9	J8	J7	cov	deamination	kinship	degree	program	RMSE
childD	childF	0.799095	0.200888	1.5e-05	2	deam	FC	3	ngsrelateWithRealFreq	0.0400928413976028
childD	childE	0.801929	0.197749	0.000318	10	deam	FC	3	ngsrelateWithRealFreq	0.0425319063214116
childD	childF	0.80194	0.197898	0.000145	10	deam	FC	3	ngsrelateWithRealFreq	0.0424751026249495
childD	childE	0.80217	0.197503	0.000324	8	no_deam	FC	3	ngsrelateWithRealFreq	0.0427307418025945
childD	childF	0.80244	0.197553	5e-06	8	no_deam	FC	3	ngsrelateWithRealFreq	0.0428199386345504
childD	childE	0.802165	0.197811	2e-05	4	no_deam	FC	3	ngsrelateWithRealFreq	0.0426023447946237
childD	childF	0.80017	0.199824	2e-06	4	no_deam	FC	3	ngsrelateWithRealFreq	0.0409660830443917
childD	childE	0.820356	0.179566	7.1e-05	1	no_deam	FC	3	ngsrelateWithRealFreq	0.0574773002526504
childD	childF	0.819216	0.180695	8.6e-05	1	no_deam	FC	3	ngsrelateWithRealFreq	0.056550994913146
childD	childE	0.801793	0.19799	0.000214	20	no_deam	FC	3	ngsrelateWithRealFreq	0.0423776700043784
childD	childF	0.801773	0.198125	0.000101	20	no_deam	FC	3	ngsrelateWithRealFreq	0.0423141794792242
childD	childE	0.812137	0.187782	7.7e-05	2	no_deam	FC	3	ngsrelateWithRealFreq	0.0507677463947337
childD	childF	0.80684	0.192864	0.000288	2	no_deam	FC	3	ngsrelateWithRealFreq	0.0465309611620764
childD	childE	0.801175	0.198676	0.000146	10	no_deam	FC	3	ngsrelateWithRealFreq	0.0418451706373228
childD	childF	0.800927	0.19907	0.0	10	no_deam	FC	3	ngsrelateWithRealFreq	0.0415829461398139
childD	childE	0.802131	0.197559	0.000307	8	deam	FC	3	ngsrelateWithRealFreq	0.0426918957609833
childD	childF	0.802613	0.197375	7e-06	8	deam	FC	3	ngsrelateWithRealFreq	0.0429632340612296
childD	childE	0.803231	0.195759	0.001006	4	deam	FC	3	ngsrelateWithRealFreq	0.043881041760651
childD	childF	0.800615	0.199282	9.2e-05	4	deam	FC	3	ngsrelateWithRealFreq	0.0413690794877849
childD	childE	0.808162	0.1887	0.003134	1	deam	FC	3	ngsrelateWithRealFreq	0.048820522324121
childD	childF	0.799978	0.199989	3e-05	1	deam	FC	3	ngsrelateWithRealFreq	0.040820344212986
childD	childE	0.801912	0.197893	0.000191	20	deam	FC	3	ngsrelateWithRealFreq	0.0424657967231668
childD	childF	0.801749	0.198201	4.9e-05	20	deam	FC	3	ngsrelateWithRealFreq	0.0422733083753803
childD	childE	0.805747	0.192378	0.001875	2	deam	FC	3	ngsrelateWithRealFreq	0.0463016864991618
childD	childF	0.804901	0.194978	0.000118	2	deam	FC	3	ngsrelateWithRealFreq	0.0448759557335551
childD	childE	0.802168	0.197558	0.000271	10	deam	FC	3	ngsrelateWithRealFreq	0.0427072867670143
childD	childF	0.802095	0.197901	0.0	10	deam	FC	3	ngsrelateWithRealFreq	0.0425370224079369
